Community_ID,Community_Name,State,Country,Population,Population_Density,Average_Monthly_Waste_Generated_Tons,Waste_Collection_Frequency_Per_Week,Illegal_Dumping_Reports,Blocked_Drainage_Incidents,Flood_Incidents_Last_Year,Distance_To_Waste_Disposal_Site_KM,Environmental_Complaints,Sanitation_Awareness_Score,Waste_Recycling_Rate,Economic_Status_Index,Infrastructure_Quality_Score,Year_Data_Collected,Risk_Level,Hotspot_Status,Risk_Score _Original,EcoTrack_Risk_Category_Original,Risk_Score_Corrected,EcoTrack_Risk_Category_Corrected,Date,Early_Warning_Flag,Collection_Gap_Flag,Disposal_Acess_Flag
547,East Quarter 126,FCT,Nigeria,74198,279,24.39,1,10,4,2,22.3,17,78,36,6,85,2023,Medium,No,7.55,Medium Risk,0.331898793,Low,10/2/2023,Stable,Underserved,Standard
548,East Quarter 79,Bauchi,Nigeria,21113,246,5.51,1,15,6,4,25,44,10,20,5,40,2022,High,Yes,14.35,High Risk,0.586992927,Medium,10/1/2022,Stable,Adequate,Standard
549,Central Village 61,Enugu,Nigeria,41453,132,14.4,1,12,5,2,64.5,33,17,16,3,55,2024,High,Yes,10.9,Medium Risk,0.427166112,Low,14/02/2024,Stable,Adequate,Standard
550,West Estate 56,Oyo,Nigeria,45912,500,14.63,1,11,4,2,16.6,31,30,57,4,60,2023,High,Yes,10,Medium Risk,0.38395829,Low,27/06/2023,Stable,Adequate,Standard
551,Old Park 139,Kaduna,Nigeria,62419,302,15.23,2,14,8,3,60.9,41,10,15,1,45,2023,High,Yes,13.8,Medium Risk,0.578085344,Medium,15/05/2023,Stable,Adequate,Standard
552,Old Quarter 173,Kaduna,Nigeria,42047,181,10.88,2,13,6,3,57.5,39,19,13,3,45,2024,High,Yes,12.65,Medium Risk,0.51215025,Medium,8/8/2024,Stable,Adequate,Standard
553,Old Village 34,Kaduna,Nigeria,20817,409,8.38,2,13,6,4,62.7,33,38,29,1,45,2024,High,Yes,12,Medium Risk,0.527610776,Medium,21/04/2024,Stable,Adequate,Standard
554,Old Area 14,Enugu,Nigeria,52970,97,17.81,2,10,5,1,17.3,16,48,31,4,55,2024,Medium,Yes,7.4,Medium Risk,0.320744487,Low,17/10/2024,Stable,Adequate,Standard
555,New Gate 51,Akwa Ibom,Nigeria,40973,96,13.82,1,15,5,3,45.8,34,41,15,7,52,2024,High,Yes,12.35,Medium Risk,0.506699865,Medium,2/10/2024,Stable,Adequate,Standard
556,East District 37,Lagos,Nigeria,78245,558,27.72,1,14,5,3,23,32,51,55,4,80,2022,High,Yes,11.7,Medium Risk,0.486219316,Low,24/02/2022,Stable,Underserved,Standard
557,West Quarter 57,Enugu,Nigeria,76584,263,17.09,1,15,7,5,78.5,48,21,15,4,55,2023,High,No,15.45,High Risk,0.651496515,High,9/7/2023,Stable,Underserved,Standard
558,West District 132,Kaduna,Nigeria,29975,71,11.07,1,20,9,4,37.5,34,56,25,1,45,2022,High,Yes,15.35,High Risk,0.704945912,High,15/10/2022,Stable,Adequate,Standard
559,Central Market 9,Oyo,Nigeria,30968,315,8.83,1,13,4,2,48.9,29,39,30,2,60,2023,High,Yes,10.4,Medium Risk,0.409129915,Low,18/08/2023,Stable,Adequate,Standard
560,South Village 51,Oyo,Nigeria,30555,137,10.8,1,16,6,3,18.2,24,61,44,6,60,2023,High,Yes,11.45,Medium Risk,0.518328739,Medium,11/1/2023,Stable,Adequate,Standard
561,West Park 85,Lagos,Nigeria,34629,332,11.67,1,10,3,1,13.2,20,40,54,6,80,2024,Medium,No,7.5,Medium Risk,0.285816258,Low,6/8/2024,Stable,Adequate,Standard
562,Central District 69,Kano,Nigeria,37095,141,13.15,2,13,6,4,62.2,40,37,32,5,50,2024,High,Yes,13.05,Medium Risk,0.546031829,Medium,6/10/2024,Stable,Adequate,Standard
563,West Park 196,FCT,Nigeria,98167,369,25.36,2,10,3,2,9.8,20,60,18,6,85,2022,Medium,Yes,7.75,Medium Risk,0.317066258,Low,27/05/2022,Stable,Adequate,Standard
564,West District 186,FCT,Nigeria,105255,571,22.76,2,9,3,1,28.8,17,59,49,4,85,2024,Medium,Yes,6.7,Low Risk,0.262704129,Low,28/07/2024,Stable,Adequate,Standard
565,Old Quarter 41,Akwa Ibom,Nigeria,84785,297,26.82,1,15,7,3,48,36,30,16,1,52,2024,High,Yes,13.15,Medium Risk,0.557417568,Medium,13/12/2024,Stable,Underserved,Standard
566,East Quarter 48,Borno,Nigeria,23572,142,7.57,1,15,8,5,44.8,45,21,15,2,35,2024,High,Yes,15.25,High Risk,0.666329051,High,11/1/2024,Stable,Adequate,Standard
567,East Park 155,Lagos,Nigeria,107575,377,34.81,2,5,3,0,26.3,19,40,28,7,80,2024,Low,No,5.35,Low Risk,0.175847722,Low,26/06/2024,Stable,Adequate,Standard
568,Central Village 55,Bauchi,Nigeria,31104,296,12.72,1,15,7,5,50.9,43,33,15,2,40,2023,High,No,14.7,High Risk,0.638338621,High,17/07/2023,At Risk,Adequate,Standard
569,Old Market 53,Borno,Nigeria,26365,114,7.82,1,22,10,6,50.9,57,10,7,2,35,2024,High,No,20.25,High Risk,0.881134283,Critical,8/7/2024,At Risk,Adequate,Standard
570,Central Gate 102,Oyo,Nigeria,48868,84,14.02,1,15,7,3,33.6,36,37,6,4,60,2024,High,Yes,13.15,Medium Risk,0.557417568,Medium,13/11/2024,Stable,Adequate,Standard
571,East Market 142,Borno,Nigeria,25025,214,5.76,1,18,8,3,60.9,42,13,33,1,35,2024,High,Yes,15.35,High Risk,0.641586488,High,10/1/2024,At Risk,Adequate,Structural Hotspot
572,South Gate 34,Borno,Nigeria,69279,290,21.05,1,21,9,5,73.5,51,11,5,2,35,2024,High,Yes,18.5,High Risk,0.796150146,Critical,7/4/2024,At Risk,Underserved,Structural Hotspot
573,East Area 37,Kano,Nigeria,72412,151,25.06,1,17,8,3,56.4,41,18,21,4,50,2024,High,Yes,14.85,High Risk,0.623737518,Medium,22/09/2024,Stable,Underserved,Standard
574,East Village 180,Imo,Nigeria,43500,426,10.79,1,17,7,4,34.5,44,10,9,2,50,2024,High,Yes,15.3,High Risk,0.640154982,High,14/07/2024,Stable,Adequate,Standard
575,New Area 149,Plateau,Nigeria,66953,158,23.95,1,14,8,4,41.5,40,30,12,4,48,2024,High,Yes,13.9,Medium Risk,0.606703765,Medium,28/04/2024,Stable,Underserved,Standard
576,Old Market 78,Oyo,Nigeria,33063,195,10.64,1,16,5,2,27.4,37,16,17,2,60,2024,High,Yes,12.9,Medium Risk,0.498561993,Low,6/3/2024,Stable,Adequate,Standard
577,West District 142,Rivers,Nigeria,31545,167,9.22,1,12,6,4,56.3,34,50,27,1,65,2022,High,Yes,11.8,Medium Risk,0.515024964,Medium,14/07/2022,Stable,Adequate,Standard
578,West Park 147,Rivers,Nigeria,66666,331,22.35,2,9,4,2,75.1,23,53,38,3,65,2023,Medium,No,8.1,Medium Risk,0.332470876,Low,2/7/2023,Stable,Adequate,Standard
579,New District 192,Bauchi,Nigeria,37158,118,11.01,1,18,9,6,32.1,55,10,17,1,40,2024,High,Yes,18.3,High Risk,0.792274287,Critical,9/7/2024,Stable,Adequate,Standard
580,South Market 73,Imo,Nigeria,70007,522,24.8,1,19,7,4,27.1,43,30,0,2,50,2023,High,Yes,15.85,High Risk,0.667958186,High,28/06/2023,Stable,Underserved,Standard
581,West Gate 137,Enugu,Nigeria,32678,446,13.62,1,16,10,5,68.6,41,45,34,4,55,2022,High,No,15.5,High Risk,0.716474672,Critical,3/10/2022,Stable,Adequate,Structural Hotspot
582,Old Quarter 50,Plateau,Nigeria,25815,206,9.07,1,17,6,3,70.3,39,12,22,1,48,2023,High,Yes,14.05,High Risk,0.573019815,Medium,11/3/2023,Stable,Adequate,Structural Hotspot
583,Old Quarter 178,Borno,Nigeria,49766,151,14.73,1,20,8,4,52.7,35,47,0,1,35,2023,High,Yes,15.25,High Risk,0.684850218,High,5/2/2023,At Risk,Adequate,Standard
584,Old Gate 90,Akwa Ibom,Nigeria,19140,149,6.74,1,16,7,6,78,54,17,8,1,52,2024,High,Yes,16.95,High Risk,0.71375338,Critical,27/01/2024,Stable,Adequate,Structural Hotspot
585,North Park 54,Rivers,Nigeria,41643,251,13.13,1,12,4,2,50.7,35,26,26,2,65,2023,High,Yes,10.95,Medium Risk,0.409701997,Low,2/3/2023,Stable,Adequate,Standard
586,West Village 166,Rivers,Nigeria,52299,191,15.15,1,14,8,4,46.2,39,37,37,2,65,2024,High,Yes,13.75,Medium Risk,0.604072186,Medium,9/11/2024,Stable,Underserved,Standard
587,Old Market 158,Kano,Nigeria,65575,318,21.68,2,16,7,4,31.1,43,21,22,6,50,2023,High,Yes,14.8,High Risk,0.622306012,Medium,18/10/2023,Stable,Adequate,Standard
588,West Area 186,Oyo,Nigeria,48243,146,12.51,1,12,4,3,25.7,42,13,28,6,60,2023,High,Yes,12.25,Medium Risk,0.45937305,Low,12/12/2023,Stable,Adequate,Standard
589,New Village 137,Plateau,Nigeria,34640,192,11.23,1,20,9,3,27,42,12,16,2,48,2023,High,No,16.3,High Risk,0.694748544,High,3/5/2023,Stable,Adequate,Standard
590,New Gate 123,Imo,Nigeria,26558,366,9.6,1,21,7,5,73.2,43,41,18,5,50,2024,High,Yes,16.8,High Risk,0.729642969,Critical,27/12/2024,Stable,Adequate,Structural Hotspot
591,North Gate 173,FCT,Nigeria,75889,665,22.5,2,8,2,2,13.2,20,53,39,5,85,2023,Medium,No,6.8,Low Risk,0.263904202,Low,10/3/2023,Stable,Adequate,Standard
592,New Market 99,Kano,Nigeria,23626,265,8.31,1,19,8,4,55.2,47,10,15,6,50,2023,High,Yes,16.7,High Risk,0.701211774,High,17/03/2023,Stable,Adequate,Standard
593,West Area 70,FCT,Nigeria,163733,772,68.98,2,5,2,1,13.3,23,44,37,4,85,2023,Medium,No,5.95,Low Risk,0.194896765,Low,10/11/2023,Stable,Adequate,Standard
594,New District 66,Kano,Nigeria,88391,221,26.09,1,20,8,5,21.1,50,27,9,4,50,2022,High,Yes,17.75,High Risk,0.755573903,Critical,2/7/2022,Stable,Underserved,Standard
595,Old Market 141,Oyo,Nigeria,20244,97,7.33,1,15,6,2,23.1,29,38,15,4,60,2024,High,Yes,11.6,Medium Risk,0.485019243,Low,13/02/2024,Stable,Adequate,Standard
596,New Area 145,Plateau,Nigeria,16302,80,5,1,15,8,5,18.4,46,27,23,4,48,2024,High,No,15.4,High Risk,0.66896063,High,13/12/2024,Stable,Adequate,Standard
597,South Village 58,Borno,Nigeria,80896,259,22.64,1,17,8,5,38.2,48,38,0,1,35,2023,High,Yes,16.4,High Risk,0.704658571,High,5/9/2023,Stable,Underserved,Standard
598,South Village 62,Kano,Nigeria,17414,282,5.11,1,19,7,4,65.3,36,44,22,5,50,2022,High,Yes,14.8,High Risk,0.649537133,High,1/12/2022,Stable,Adequate,Structural Hotspot
599,Old District 12,Borno,Nigeria,32714,171,11.68,1,19,9,4,47,35,43,9,1,35,2024,High,No,15.15,High Risk,0.6923601,High,2/9/2024,Stable,Adequate,Standard
600,South Park 196,Borno,Nigeria,66107,197,18.75,1,19,10,6,58.8,51,26,15,2,35,2024,High,Yes,18.3,High Risk,0.819692636,Critical,13/06/2024,At Risk,Underserved,Standard
601,North Gate 109,Rivers,Nigeria,58420,102,20.1,1,14,3,2,27,32,18,50,4,65,2024,High,Yes,10.95,Medium Risk,0.40951477,Low,5/8/2024,Stable,Underserved,Standard
602,North Estate 75,Plateau,Nigeria,95055,459,33.1,1,16,6,2,19.7,32,32,28,1,48,2024,High,Yes,12.4,Medium Risk,0.508131371,Medium,3/6/2024,Stable,Underserved,Standard
603,Central Gate 139,Lagos,Nigeria,67739,534,25.12,1,9,5,1,17.3,17,54,20,4,80,2022,Medium,No,7.2,Medium Risk,0.308158675,Low,3/6/2022,Stable,Underserved,Standard
604,Central Market 121,Bauchi,Nigeria,72421,238,22.19,1,15,6,3,28.9,41,10,28,2,40,2023,High,Yes,13.65,Medium Risk,0.54784819,Medium,21/09/2023,Stable,Underserved,Standard
605,East District 28,Akwa Ibom,Nigeria,19272,77,6.26,1,14,5,3,57.7,37,34,25,3,52,2024,High,Yes,12.45,Medium Risk,0.49937721,Low,8/12/2024,Stable,Adequate,Standard
606,West Quarter 178,Bauchi,Nigeria,32549,147,10.53,1,17,8,4,46.3,43,23,33,3,40,2024,High,Yes,15.4,High Risk,0.660250676,High,26/09/2024,Stable,Adequate,Standard
607,South Estate 101,Imo,Nigeria,24337,116,6.57,1,15,6,2,65,24,49,5,4,50,2023,High,Yes,10.85,Medium Risk,0.471861348,Low,12/5/2023,Stable,Adequate,Standard
608,Old Park 194,Plateau,Nigeria,16269,396,6.44,1,16,8,5,35.3,47,25,20,2,48,2024,High,No,15.9,High Risk,0.686809601,High,1/12/2024,Stable,Adequate,Standard
609,North Park 71,Borno,Nigeria,60339,726,21.71,1,18,8,5,16.8,50,16,23,3,35,2022,High,Yes,17.05,High Risk,0.72513912,Critical,1/12/2022,Stable,Underserved,Standard
610,Central Park 129,FCT,Nigeria,66394,534,21.19,3,3,1,1,23.1,24,45,41,7,85,2023,Low,No,5.15,Low Risk,0.144366289,Low,7/3/2023,Stable,Adequate,Standard
611,West Estate 113,Enugu,Nigeria,18185,125,5.58,1,13,3,1,57.5,25,28,24,5,55,2022,High,Yes,9.3,Medium Risk,0.344626326,Low,6/3/2022,Stable,Adequate,Standard
612,New Gate 69,Bauchi,Nigeria,46685,217,11.49,1,21,9,4,48.9,38,51,17,2,40,2024,High,Yes,16.3,High Risk,0.730689619,Critical,17/03/2024,Stable,Adequate,Standard
613,New Village 98,Enugu,Nigeria,34241,215,10.95,1,14,4,4,73.1,46,15,35,5,55,2023,High,No,13.8,Medium Risk,0.531584148,Medium,16/08/2023,Stable,Adequate,Standard
614,South Quarter 12,Bauchi,Nigeria,68256,89,20.31,1,18,9,5,74.6,45,26,30,3,40,2023,High,Yes,16.55,High Risk,0.734708498,Critical,7/3/2023,At Risk,Underserved,Structural Hotspot
615,New Gate 125,Lagos,Nigeria,26169,911,10.96,2,7,2,3,20.2,30,44,54,6,80,2024,Medium,No,8.2,Medium Risk,0.3062526,Low,28/07/2024,Stable,Adequate,Standard
616,West Park 26,Kano,Nigeria,31204,167,7.68,1,16,8,5,28.1,52,10,22,1,50,2022,High,Yes,16.65,High Risk,0.699967495,High,3/12/2022,Stable,Adequate,Standard
617,East District 97,Oyo,Nigeria,65256,112,15.96,1,17,7,3,68,36,31,41,5,60,2023,High,Yes,13.85,Medium Risk,0.587852351,Medium,28/08/2023,Stable,Underserved,Structural Hotspot
618,New Quarter 125,Plateau,Nigeria,76209,62,23.97,1,14,8,5,28,52,10,14,7,48,2022,High,Yes,15.95,High Risk,0.669532713,High,21/11/2022,Stable,Underserved,Standard
619,North Park 90,Kano,Nigeria,28676,240,9.51,2,12,4,3,37.6,34,48,15,1,50,2024,High,Yes,11.05,Medium Risk,0.438320418,Low,3/10/2024,Stable,Adequate,Standard
620,Central Park 5,Imo,Nigeria,53922,107,16.94,2,13,5,5,78,41,33,3,5,50,2022,High,Yes,13.2,Medium Risk,0.557186135,Medium,14/12/2022,Stable,Adequate,Standard
621,Central Estate 89,Oyo,Nigeria,29001,224,10.67,1,15,6,3,79.1,34,36,41,1,60,2023,High,Yes,12.6,Medium Risk,0.529427138,Medium,10/10/2023,Stable,Adequate,Standard
622,West Village 181,Lagos,Nigeria,59215,293,15.74,1,11,3,1,8.8,24,38,38,2,80,2024,High,Yes,8.45,Medium Risk,0.311559965,Low,6/9/2024,Stable,Underserved,Standard
623,New District 176,Imo,Nigeria,42204,144,12.44,1,15,8,5,60.5,54,14,27,4,50,2023,High,No,16.6,High Risk,0.690013262,High,8/2/2023,Stable,Adequate,Standard
624,West Village 177,Akwa Ibom,Nigeria,63825,126,18.34,1,15,6,3,71.9,40,21,0,1,52,2024,High,Yes,13.5,Medium Risk,0.545216611,Medium,23/07/2024,Stable,Underserved,Standard
625,New Village 148,Imo,Nigeria,12787,281,5,1,16,7,4,56.8,36,46,27,2,50,2023,High,Yes,13.75,Medium Risk,0.603884959,Medium,19/04/2023,Stable,Adequate,Standard
626,North Park 135,Plateau,Nigeria,38939,337,12.81,1,19,9,5,53.6,50,10,3,4,48,2022,High,Yes,17.65,High Risk,0.763083784,Critical,17/01/2022,Stable,Adequate,Standard
627,North Area 115,Rivers,Nigeria,71719,162,25.51,1,17,8,4,68.1,41,35,24,2,65,2024,High,Yes,15.1,High Risk,0.654987518,High,7/9/2024,Stable,Underserved,Structural Hotspot
628,South Gate 191,Kaduna,Nigeria,42375,151,12.86,1,18,9,5,50,36,56,27,6,45,2024,High,Yes,15.2,High Risk,0.711024287,Critical,22/03/2024,Stable,Adequate,Standard
629,North Park 137,Kano,Nigeria,45322,128,11.16,1,17,7,3,22.9,38,10,31,3,50,2024,High,Yes,14.15,High Risk,0.593115509,Medium,18/02/2024,Stable,Adequate,Standard
630,North Village 6,FCT,Nigeria,91140,1515,32.09,2,8,3,2,26.6,28,45,13,10,85,2024,Medium,No,8.25,Medium Risk,0.307684107,Low,15/02/2024,Stable,Adequate,Standard
631,North Village 69,Kaduna,Nigeria,45561,182,12.89,1,19,10,6,42.4,51,34,26,4,45,2022,High,Yes,18.3,High Risk,0.819692636,Critical,15/04/2022,Stable,Adequate,Standard
632,New Gate 19,Oyo,Nigeria,52682,149,17.57,1,14,5,3,64.4,33,46,24,4,60,2024,High,Yes,11.85,Medium Risk,0.488850895,Low,20/06/2024,Stable,Underserved,Standard
633,West Gate 65,Kaduna,Nigeria,42123,129,10.78,1,15,7,5,15.7,49,21,21,1,45,2024,High,Yes,15.6,High Risk,0.654128094,High,11/2/2024,Stable,Adequate,Standard
634,New Quarter 61,Lagos,Nigeria,35466,628,10.51,2,9,3,1,18.6,23,46,56,4,80,2023,Medium,No,7.6,Medium Risk,0.278493603,Low,27/09/2023,Stable,Adequate,Standard
635,South Estate 184,Kano,Nigeria,25441,179,6.44,1,15,5,2,40.5,30,33,28,2,50,2023,High,Yes,11.5,Medium Risk,0.464923549,Low,23/08/2023,Stable,Adequate,Standard
636,New Market 185,Kaduna,Nigeria,31992,161,10.25,1,20,7,4,80,40,28,15,3,45,2024,High,No,15.75,High Risk,0.67528084,High,1/10/2024,Stable,Adequate,Structural Hotspot
637,New Gate 69,Kano,Nigeria,41948,245,8.57,1,16,7,3,17.6,39,23,29,2,50,2024,High,Yes,13.95,Medium Risk,0.580529696,Medium,24/08/2024,Stable,Adequate,Standard
638,New Area 5,FCT,Nigeria,69469,557,19.49,3,5,2,1,29,20,55,28,7,85,2023,Low,No,5.5,Low Risk,0.187002028,Low,11/1/2023,Stable,Adequate,Standard
639,West Gate 77,Rivers,Nigeria,30475,108,10.88,1,12,4,5,60.6,49,31,30,2,65,2024,High,Yes,13.8,Medium Risk,0.540294102,Medium,6/9/2024,Stable,Adequate,Standard
640,North Park 111,FCT,Nigeria,76520,475,28.05,2,12,5,1,19.1,14,59,58,3,85,2023,Medium,No,7.8,Medium Risk,0.345916112,Low,27/09/2023,Stable,Adequate,Standard
641,East Market 17,Imo,Nigeria,38442,95,11.44,1,17,8,4,37.2,46,12,18,1,50,2022,High,Yes,15.85,High Risk,0.668145413,High,8/5/2022,Stable,Adequate,Standard
642,West Quarter 52,Kano,Nigeria,24111,202,7.88,2,12,6,4,70.4,45,18,35,7,50,2023,High,Yes,13.45,Medium Risk,0.543972332,Medium,27/07/2023,Stable,Adequate,Standard
643,North Market 107,Bauchi,Nigeria,38264,283,9.11,1,15,7,4,35.4,38,32,0,4,40,2024,High,Yes,13.7,Medium Risk,0.593930726,Medium,1/8/2024,Stable,Adequate,Standard
644,West Quarter 15,Borno,Nigeria,46029,559,17.57,1,19,10,6,29.2,44,40,22,1,35,2024,High,Yes,17.25,High Risk,0.801271583,Critical,24/11/2024,Stable,Underserved,Standard
645,East Village 106,Akwa Ibom,Nigeria,86272,175,19.36,1,15,6,4,71.9,36,39,21,2,52,2024,High,Yes,13.15,Medium Risk,0.565940295,Medium,28/10/2024,Stable,Underserved,Standard
646,West Gate 62,Lagos,Nigeria,75405,265,23.59,1,14,5,3,11.7,24,65,27,9,80,2023,High,Yes,10.5,Medium Risk,0.465166684,Low,5/11/2023,Stable,Underserved,Standard
647,East Estate 195,Rivers,Nigeria,75801,131,22.59,2,7,3,1,54.9,23,35,29,4,65,2024,Medium,No,6.9,Low Risk,0.24805882,Low,27/09/2024,Stable,Adequate,Standard
648,East Market 128,Oyo,Nigeria,45381,109,13.12,1,17,7,3,43.2,39,33,2,2,60,2024,High,Yes,14.3,High Risk,0.595747088,Medium,14/09/2024,Stable,Adequate,Standard
649,East Quarter 77,Imo,Nigeria,26422,189,7.83,1,15,6,1,78.8,13,52,26,4,50,2023,High,Yes,8.95,Medium Risk,0.41166398,Low,17/05/2023,Stable,Adequate,Standard
650,South Park 121,Oyo,Nigeria,37599,220,12.7,1,20,9,4,61.4,44,10,19,1,60,2024,High,Yes,16.85,High Risk,0.731261702,Critical,24/02/2024,Stable,Adequate,Structural Hotspot
651,East Quarter 121,FCT,Nigeria,65786,547,18.6,1,13,4,0,17.5,10,58,11,1,85,2023,High,Yes,7.05,Medium Risk,0.296629915,Low,3/8/2023,Stable,Underserved,Standard
652,North Park 17,Borno,Nigeria,46322,249,9.67,1,19,8,7,32.5,64,12,5,3,35,2024,High,Yes,20,High Risk,0.839698617,Critical,13/09/2024,Stable,Adequate,Standard
653,North Gate 163,Rivers,Nigeria,36405,428,10.26,1,12,5,2,60.7,24,50,52,4,65,2023,High,Yes,9.55,Medium Risk,0.403481901,Low,26/09/2023,Stable,Adequate,Standard
654,New Area 25,Akwa Ibom,Nigeria,21968,205,7.1,1,15,6,3,40,43,11,29,3,52,2024,High,Yes,13.95,Medium Risk,0.553111348,Medium,2/6/2024,Stable,Adequate,Standard
655,Old Gate 43,Plateau,Nigeria,37160,112,11.35,1,15,6,4,46.3,43,13,28,3,48,2023,High,Yes,14.2,High Risk,0.584361348,Medium,17/02/2023,Stable,Adequate,Standard
656,East District 189,Kaduna,Nigeria,54671,256,17.65,1,14,8,5,38.6,49,21,38,3,45,2024,High,Yes,15.5,High Risk,0.661637976,High,17/09/2024,Stable,Underserved,Standard
657,South Gate 197,Imo,Nigeria,40521,164,10.59,2,13,7,4,38.8,45,28,16,2,50,2023,High,Yes,14.05,High Risk,0.581916996,Medium,4/8/2023,Stable,Adequate,Standard
658,Old Village 122,FCT,Nigeria,29776,436,8.93,3,6,3,2,14.7,23,67,34,8,85,2023,Low,No,6.8,Low Risk,0.264091429,Low,22/05/2023,Stable,Adequate,Standard
659,New Village 152,FCT,Nigeria,47951,594,16.55,2,7,2,2,8.6,23,43,46,10,85,2024,Medium,No,6.9,Low Risk,0.256581548,Low,28/09/2024,Stable,Adequate,Standard
660,Old Market 185,Kaduna,Nigeria,91063,401,29,1,16,8,4,25,36,46,22,2,45,2024,High,Yes,14,Medium Risk,0.626612232,Medium,28/01/2024,Stable,Underserved,Standard
661,Old Gate 69,Lagos,Nigeria,82969,520,27.21,1,14,6,2,11.8,28,43,27,6,80,2024,High,Yes,11.1,Medium Risk,0.467170273,Low,19/08/2024,Stable,Underserved,Standard
662,East Estate 68,Bauchi,Nigeria,64403,233,19.1,1,20,10,4,44,42,27,0,3,40,2022,High,No,16.8,High Risk,0.748725817,Critical,8/7/2022,Stable,Underserved,Standard
663,New Estate 16,Bauchi,Nigeria,44834,330,10.38,1,19,6,3,39.4,41,11,2,5,40,2023,High,Yes,15.05,High Risk,0.608717755,Medium,11/2/2023,Stable,Adequate,Standard
664,West Area 199,Plateau,Nigeria,76267,103,21.96,1,16,8,3,29.7,30,44,44,6,48,2023,High,Yes,12.85,Medium Risk,0.579572758,Medium,15/02/2023,Stable,Underserved,Standard
665,West Market 196,Enugu,Nigeria,16254,328,5.66,1,14,6,3,63.4,31,41,30,4,55,2022,High,Yes,11.8,Medium Risk,0.506315009,Medium,8/11/2022,Stable,Adequate,Standard
666,Old Quarter 41,Imo,Nigeria,19802,233,7.43,1,15,7,5,61.2,52,21,11,4,50,2024,High,No,16.05,High Risk,0.662022831,High,3/4/2024,Stable,Adequate,Standard
667,North Area 135,Lagos,Nigeria,46152,639,14.98,2,7,3,0,23.8,11,62,13,3,80,2024,Medium,No,4.85,Low Risk,0.185229873,Low,28/01/2024,Stable,Adequate,Standard
668,South Quarter 87,Imo,Nigeria,22349,349,7.93,1,17,5,3,78.6,41,10,15,1,50,2023,High,Yes,14.1,High Risk,0.5555557,Medium,8/10/2023,Stable,Adequate,Structural Hotspot
669,North Quarter 62,Enugu,Nigeria,24028,84,6.86,1,13,6,4,72.1,35,46,13,1,55,2022,High,Yes,12.3,Medium Risk,0.532873934,Medium,17/09/2022,Stable,Adequate,Standard
670,New Park 5,Plateau,Nigeria,29465,107,9.65,1,14,6,1,52.5,29,17,18,3,48,2023,High,No,11,Medium Risk,0.438551851,Low,2/4/2023,Stable,Adequate,Standard
671,North Area 63,Rivers,Nigeria,39320,169,12.93,2,7,4,2,58.6,25,47,13,4,65,2023,Medium,No,7.7,Medium Risk,0.307299251,Low,9/9/2023,Stable,Adequate,Standard
672,South Gate 21,Plateau,Nigeria,23126,132,5.53,1,16,5,5,38.1,54,12,0,5,48,2024,High,Yes,16.2,High Risk,0.637048835,High,11/2/2024,Stable,Adequate,Standard
673,New Market 107,Enugu,Nigeria,59813,282,15.64,1,16,8,3,78.9,43,10,0,2,55,2023,High,Yes,14.8,High Risk,0.613783285,Medium,14/05/2023,Stable,Underserved,Structural Hotspot
674,New Gate 93,Imo,Nigeria,42617,151,14.04,1,16,7,6,26,47,41,25,6,50,2024,High,Yes,15.9,High Risk,0.695332328,High,13/01/2024,Stable,Adequate,Standard
675,West Park 129,Borno,Nigeria,51048,167,15.52,1,19,9,4,24,47,10,16,7,35,2024,High,Yes,16.95,High Risk,0.723939047,Critical,21/06/2024,Stable,Underserved,Standard
676,Central Gate 134,Akwa Ibom,Nigeria,27484,277,8.18,1,14,7,4,40.8,37,46,19,5,52,2024,High,No,13.2,Medium Risk,0.576081756,Medium,24/01/2024,Stable,Adequate,Standard
677,West Quarter 161,Bauchi,Nigeria,21862,395,5.98,1,17,7,3,40.9,41,23,11,2,40,2023,High,Yes,14.6,High Risk,0.601010245,Medium,10/9/2023,Stable,Adequate,Standard
678,South Estate 59,Imo,Nigeria,22993,313,7.9,1,18,6,3,41,29,36,16,5,50,2023,High,Yes,12.9,Medium Risk,0.561921417,Medium,7/12/2023,Stable,Adequate,Standard
679,New Village 160,Borno,Nigeria,20769,261,6.99,1,16,10,5,52.7,45,34,13,2,35,2024,High,No,16.1,High Risk,0.727000988,Critical,20/07/2024,At Risk,Adequate,Standard
680,New Quarter 198,Akwa Ibom,Nigeria,18264,183,5,1,13,5,3,73.4,33,47,29,4,52,2022,High,Yes,11.5,Medium Risk,0.473633503,Low,7/10/2022,Stable,Adequate,Standard
681,New District 173,Borno,Nigeria,67217,169,26.73,1,18,9,3,74.8,31,48,29,1,35,2024,High,Yes,13.95,Medium Risk,0.635366393,High,4/4/2024,At Risk,Underserved,Structural Hotspot
682,Old Park 36,FCT,Nigeria,87972,486,31.08,2,5,3,3,26.7,28,55,24,5,85,2024,Medium,No,7.45,Medium Risk,0.293281933,Low,16/11/2024,Stable,Adequate,Standard
683,South Area 22,Oyo,Nigeria,37763,252,13.33,1,15,5,2,79,33,32,16,2,60,2022,High,Yes,11.95,Medium Risk,0.472818286,Low,17/09/2022,Stable,Adequate,Standard
684,Old Market 138,Imo,Nigeria,16156,122,5.68,1,16,8,4,19.1,44,25,13,1,50,2024,High,Yes,15.2,High Risk,0.647664864,High,16/09/2024,Stable,Adequate,Standard
